Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090295000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090303000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090319000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090359000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090367000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090383000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090391000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090423000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090431000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090463000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090471000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090511000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090519000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090559000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090567000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090607000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090631000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090671000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090679000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090719000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090727000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090743000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090751000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090791000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090799000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090839000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090847000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090887000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090895000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090935000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090943000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.090983000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.090991000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091031000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091039000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091063000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091079000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091111000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091119000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091127000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091135000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091143000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091151000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091159000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091167000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091175000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091183000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091191000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091783000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091791000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091799000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091807000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091823000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091863000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091879000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091911000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091919000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091951000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.091959000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.091975000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092007000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092047000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092055000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092088000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092104000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092144000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092152000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092192000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092200000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092216000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092248000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092256000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092288000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092328000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092336000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092376000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092384000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092424000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092432000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092472000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092480000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092512000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092528000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092544000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092552000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092560000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092568000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092584000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092616000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092632000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.092639000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.092647000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738168000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738176000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738192000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738232000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738240000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738256000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738264000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738296000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738304000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738336000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738344000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738384000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738392000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738432000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738440000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738480000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738504000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738544000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738552000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738592000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738600000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738616000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738624000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738664000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738672000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738712000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738720000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738760000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738768000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738808000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738816000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738856000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738864000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738904000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738912000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738936000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738952000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.738984000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.738992000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739000000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739008000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739016000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739024000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739032000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739040000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739048000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739056000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739064000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739617000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739625000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739633000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739641000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739657000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739697000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739713000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739745000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739753000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739785000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739793000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739809000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739841000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739881000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739889000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739921000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739937000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.739977000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.739985000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740025000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740033000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740049000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740081000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740089000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740121000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740161000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740169000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740209000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740217000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740257000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740265000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740305000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740313000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740345000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740361000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740377000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740385000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740393000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740401000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740417000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740449000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740465000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.740473000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.740481000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.282715000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.282723000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.282739000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.282779000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.282787000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.282803000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.282811000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.282843000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.282851000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.282883000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.282891000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.282931000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.282939000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.282979000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.282987000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283027000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283051000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283091000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283099000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283139000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283147000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283163000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283171000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283211000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283219000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283259000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283267000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283307000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283315000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283355000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283363000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283403000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283411000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283451000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283459000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283483000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283499000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283531000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283539000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283547000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283555000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283563000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283571000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283579000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283587000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283595000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.283603000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.283611000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284180000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284188000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284196000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284204000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284220000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284260000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284276000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284308000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284316000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284348000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284356000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284372000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284404000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284444000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284452000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284484000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284500000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284540000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284548000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284588000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284596000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284612000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284644000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284652000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284684000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284724000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284732000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284772000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284780000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284820000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284828000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284868000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284876000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284908000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284924000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284940000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284948000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284956000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.284964000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.284980000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.285012000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.285028000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.285036000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.285044000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.634790000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.634798000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.634814000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.634854000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.634862000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.634878000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.634886000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.634918000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.634926000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.634958000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.634966000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635006000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635014000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635054000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635062000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635102000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635126000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635166000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635174000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635214000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635222000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635238000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635246000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635286000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635294000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635334000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635342000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635382000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635390000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635430000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635438000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635478000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635486000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635526000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635535000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635558000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635575000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635607000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635615000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635623000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635631000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635639000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635647000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635655000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635663000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635671000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.635678000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635686000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636279000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636287000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636295000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636303000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636319000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636359000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636375000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636407000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636415000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636447000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636455000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636471000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636503000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636543000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636551000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636583000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636599000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636639000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636647000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636687000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636695000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636711000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636743000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636751000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636783000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636823000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636831000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636871000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636879000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636919000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636927000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.636967000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.636975000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.637007000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.637023000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.637039000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.637047000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.637055000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.637063000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.637079000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.637111000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.637127000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.637135000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.637143000000000, 1, 1, 1, 1, 1, 1, 1, 1
